As Of,People One Dose,People Two Dose,Total People,Admin One Dose,Admin Two Dose,Total Admin,Female,Male,Other/Unknown,Asian/PI,Black,Hispanic,White,Other,< 18 Yrs,18-24 yrs,25-34 yrs,35-44 yrs,45-54 yrs,55-64 yrs,65-74 yrs,75-84 yrs,85+ yrs,Unknown,Moderna,Pfizer,Unknown Trade
2/18/21,261374,125487,386861,261374,250974,512348,225317,161106,438,95840,3679,44817,184214,58311,326,11780,32792,34783,37612,37174,129835,73513,29046,0,35291,48103,428954
